OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
israchz260422A	2	lGP044947.MP4	7193	rGP048448.MP4	7983	37.50219	Time seabed	19.75112	140.03229	2.80842	1.55769	1697.61761	17.54535	49.45458	0.01434	-191.15815	-474.72296	-1618.64209	Tetraodontidae	Torquigener	flavimaculosus	26639	1	AD	Passing			
israchz260422A	3	lGP054947.MP4	8223	rGP058448.MP4	9013	46.66412	Time seabed	28.91305	109.80411	1.67274	4.22138	2252.70534	9.54464	11.70262	15.66361	-127.08754	-351.25028	-2221.52051	Labridae	Coris	julis	58	1	AD	Passing			
israchz260422A	4	lGP054947.MP4	8241	rGP058448.MP4	9031	46.66912	Time seabed	28.91806	67.52582	6.05788	2.51692	2350.86959	10.09230	61.75403	18.70664	-244.92529	-331.23586	-2314.49395	Labridae	Coris	julis	58	1	AD	Passing			
israchz260422A	5	lGP054947.MP4	8391	rGP058448.MP4	9181	46.71083	Time seabed	28.95976	84.70428	8.73671	1.64317	3911.89850	20.61475	19.93702	6.19842	-1303.06933	-446.09038	-3661.41552	Labridae	Coris	julis	58	1	AD	Passing			
israchz260422A	6	lGP054947.MP4	26142	rGP058448.MP4	26932	51.64660	Time seabed	33.89553	37.93759	1.43732	1.77509	1468.70496	18.90266	25.29156	3.54739	-393.88071	-266.92144	-1389.49818	Sparidae	Pagellus	erythrinus	893	1	J	Passing	1		
israchz260422A	7	lGP054947.MP4	26173	rGP058448.MP4	26963	51.65521	Time seabed	33.90415	47.32095	0.85061	1.55300	1612.64812	10.03618	7.69535	4.83614	-51.82805	-276.21583	-1587.97122	Sparidae	Pagellus	erythrinus	893	1	J	Passing	1		
israchz260422A	8	lGP054947.MP4	26173	rGP058448.MP4	26963	51.65521	Time seabed	33.90415	46.59016	0.98904	1.50655	1521.29865	12.61148	14.17793	2.72779	47.16168	-328.79321	-1484.59435	Sparidae	Pagellus	erythrinus	893	1	J	Passing	1		
israchz260422A	9	lGP054947.MP4	26173	rGP058448.MP4	26963	51.65521	Time seabed	33.90415	41.64211	1.21368	1.35870	1739.13356	11.21975	12.47698	5.05352	216.53258	-260.03789	-1705.89550	Sparidae	Pagellus	erythrinus	893	1	J	Passing	1		
israchz260422A	10	lGP054947.MP4	26173	rGP058448.MP4	26963	51.65521	Time seabed	33.90415	48.29454	2.27744	0.58040	1997.42950	19.32516	19.54928	2.28077	612.12494	-249.46567	-1884.88581	Sparidae	Pagellus	erythrinus	893	1	J	Passing	1		
israchz260422A	11	lGP054947.MP4	26173	rGP058448.MP4	26963	51.65521	Time seabed	33.90415	33.37930	1.70421	5.05189	1687.00984	26.09267	15.63575	6.20426	716.37025	-193.28661	-1515.07628	Sparidae	Pagellus	erythrinus	893	1	J	Passing	1		
israchz260422A	13	lGP074947.MP4	1909	rGP078448.MP4	2699	62.65954	Time seabed	44.90847	420.84829	0.74300	4.18556	1371.01056	9.16906	3.22886	4.53907	130.06967	-175.52797	-1353.49243	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz260422A	14	lGP074947.MP4	2703	rGP078448.MP4	3493	62.88032	Time seabed	45.12925	471.40679	0.98408	2.93565	1623.32800	9.28229	0.28837	1.61966	-238.46393	-108.14616	-1602.07152	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz260422A	15	lGP084947.MP4	12600	rGP088448.MP4	13390	74.50777	Time seabed	56.75670	119.68941	2.73005	3.09668	3334.40532	10.03764	7.54394	29.86741	399.63519	-421.96110	-3283.36708	Labridae	Xyrichtys	novacula	4581	1	AD	Passing			
israchz260422A	16	lGP084947.MP4	12637	rGP088448.MP4	13427	74.51805	Time seabed	56.76699	123.41357	10.75551	2.14519	3445.99058	6.84135	46.86590	18.70539	156.80648	-379.35775	-3421.45445	Labridae	Xyrichtys	novacula	4581	1	AD	Passing			
israchz260422B	1	lGP013336.MP4	15075	rGP013692.MP4	16031	13.06722	Time seabed	8.03859	1187.48389	44.12292	8.89018	6113.77858	19.02844	73.96537	0.91190	1350.12744	1466.45226	-5779.70261	Carangidae	Seriola	dumerili	1005	1	AD	Passing			
israchz260422B	2	lGP033336.MP4	10415	rGP033692.MP4	11371	29.52255	Time seabed	24.49391	81.23241	7.06356	3.53488	5693.17123	4.29685	10.05813	31.83960	334.77130	-264.34243	-5677.16918	Labridae	Thalassoma	pavo	2500	1	AD	Passing			
israchz260422B	4	lGP033336.MP4	31267	rGP043692.MP4	303	35.32056	Time seabed	30.29193	485.74743	2.17411	3.49056	2162.86097	14.88463	16.74930	12.96915	332.16465	-445.35105	-2090.28626	Muraenidae	Muraena	helena	1729	1	AD	Passing			
israchz260422B	10	lGP053336.MP4	13909	rGP053692.MP4	14865	48.24514	Time seabed	43.21651	257.13891	108.46696	10.89165	9780.35844	18.50305	74.12728	7.61252	1444.17838	2747.40234	-9274.77981	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260422B	11	lGP053336.MP4	16724	rGP053692.MP4	17680	49.02787	Time seabed	43.99923	452.41738	2.19192	3.45573	2900.48900	6.02096	8.38164	4.47086	-54.90481	-299.24383	-2884.48869	Serranidae	Epinephelus	costae	9224	1	AD	Passing			
israchz260422B	12	lGP053336.MP4	18781	rGP053692.MP4	19737	49.59983	Time seabed	44.57119	273.05157	19.52097	7.04971	4601.22006	25.11580	48.91041	7.54119	1952.54272	-41.51246	-4166.18287	Sparidae	Pagrus	caeruleostictus	4540	1	AD	Passing			
israchz260422B	13	lGP053336.MP4	19335	rGP053692.MP4	20291	49.75387	Time seabed	44.72524	248.18590	2.20496	6.38993	3989.07876	3.51401	2.45386	15.35491	-184.98013	-159.88484	-3981.57865	Sparidae	Pagrus	caeruleostictus	4540	1	AD	Passing			
israchz260422B	14	lGP053336.MP4	19335	rGP053692.MP4	20291	49.75387	Time seabed	44.72524	186.05788	16.92411	10.26367	4505.78589	18.49642	39.50752	6.40515	1426.12755	-97.25101	-4273.03275	Sparidae	Pagrus	caeruleostictus	4540	1	AD	Passing			
israchz260422B	15	lGP083336.MP4	23419	rGP083692.MP4	24375	77.51605	Time extra	12.40378	96.83226	3.75672	3.83710	2259.69858	21.09695	35.60518	18.64746	-644.80010	-495.78918	-2108.23708	Tetraodontidae	Torquigener	flavimaculosus	26639	1	AD	Passing			
israchz260422B	16	lGP083336.MP4	23575	rGP083692.MP4	24531	77.55943	Time extra	12.44716	105.54150	5.60963	1.67950	2294.87979	24.47420	65.61186	9.35796	-803.64311	-507.98265	-2088.68011	Tetraodontidae	Torquigener	flavimaculosus	26639	1	AD	Passing			
israchz260422C	0	lGP024948.MP4	30433	rGP028449.MP4	31141	26.21313	Time seabed	20.14318	271.75951	9.75608	3.81627	4880.69770	13.93379	18.02272	19.09870	640.58950	-985.35049	-4737.08133	Scorpaenidae	Pterois	miles	7797	1	AD	Passing			
israchz260422C	1	lGP074948.MP4	4775	rGP078449.MP4	5483	63.45645	Time seabed	57.38650	433.21163	4.98451	0.98726	2325.68253	21.87470	47.28292	11.33352	842.95541	-200.61188	-2158.23545	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz260422C	2	lGP074948.MP4	4804	rGP078449.MP4	5512	63.46451	Time seabed	57.39456	452.78172	16.04058	1.97666	4193.19956	10.77602	45.03974	6.23351	590.75694	-515.42887	-4119.25501	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz260422C	3	lGP074948.MP4	5015	rGP078449.MP4	5723	63.52318	Time seabed	57.45323	432.84047	12.40028	0.89124	3554.23548	12.69871	50.81912	10.51145	-375.69716	-685.04890	-3467.29715	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz260422D	0	lGP023337.MP4	22445	rGP023693.MP4	23168	23.99202	Time seabed	17.98436	231.14631	0.91793	3.03151	1251.96076	17.39016	16.58945	1.74351	-325.93950	-183.78176	-1194.73572	Tetraodontidae	Lagocephalus	sceleratus	4761	1	J	Passing			
israchz260422D	1	lGP023337.MP4	22870	rGP023693.MP4	23593	24.11020	Time seabed	18.10253	200.34559	1.09405	0.55643	1180.31908	16.29472	30.56182	0.08272	-305.78540	-127.16189	-1132.90700	Tetraodontidae	Lagocephalus	sceleratus	4761	1	J	Passing			
israchz260422D	3	lGP023337.MP4	22878	rGP023693.MP4	23601	24.11242	Time seabed	18.10475	229.98823	2.56140	2.45747	1519.79632	17.26358	56.28744	4.32862	430.19264	-135.49683	-1451.32896	Tetraodontidae	Lagocephalus	sceleratus	4761	1	J	Passing			
israchz260422D	4	lGP023337.MP4	23193	rGP023693.MP4	23916	24.20001	Time seabed	18.19234	207.99851	0.54598	1.68230	891.87740	15.90934	17.81859	12.35527	-226.85772	-91.13184	-857.71548	Tetraodontidae	Lagocephalus	sceleratus	4761	1	J	Passing			
israchz260422D	5	lGP043337.MP4	27134	rGP043693.MP4	27857	43.04689	Time seabed	37.03922	785.59463	3.18281	9.20642	2023.83643	21.60514	33.24383	1.74484	599.75887	-442.26830	-1881.64873	Rhinobatidae	Rhinobatos	rhinobatos	5016	1	AD	Passing	1		
israchz260422D	6	lGP053337.MP4	20759	rGP053693.MP4	21482	50.14982	Time seabed	44.14215	463.86430	0.52919	1.12016	973.13896	10.25909	3.72411	1.50844	-79.70455	153.90100	-957.58086	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz260422D	7	lGP073337.MP4	14314	rGP073693.MP4	15037	66.10882	Time seabed	60.10115	226.81552	1.02647	2.16634	1462.19553	20.98228	7.09119	5.17043	-439.14192	-285.11787	-1365.23915	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz260422D	8	lGP073337.MP4	14578	rGP073693.MP4	15301	66.18223	Time seabed	60.17456	183.74166	1.75008	2.63418	1755.11819	27.83485	6.44617	9.63635	773.92962	-269.49188	-1552.04604	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz260422E	0	lGP014949.MP4	8148	rGP018450.MP4	9305	11.14113	Time seabed	4.19641	102.87150	2.83562	1.71280	2121.73875	28.17865	23.75193	2.30329	869.04783	-498.62253	-1870.26916	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz260422E	1	lGP014949.MP4	8305	rGP018450.MP4	9462	11.18478	Time seabed	4.24007	76.06531	1.24255	1.92213	1587.77391	18.67746	19.15213	8.35627	167.37010	-480.13369	-1504.15587	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz260422E	3	lGP064949.MP4	31693	rGP078450.MP4	930	62.06561	Time seabed	55.12090	129.21837	2.58546	5.16990	2071.95127	26.85300	19.07773	4.40963	-823.08310	-445.48352	-1848.52934	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz260422E	4	lGP074949.MP4	19862	rGP078450.MP4	21019	67.65147	Time extra	0.58002	462.71102	0.69018	0.90485	1164.52365	9.50212	6.75349	6.76718	191.23482	19.67512	-1148.54580	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Feeding			
israchz260422F	0	lGP043338.MP4	26163	rGP043694.MP4	27027	42.77690	Time seabed	36.78981	97.74035	0.68074	0.97350	1210.50394	15.11184	8.91330	5.07711	-223.07912	-223.22307	-1168.64322	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz260422F	1	lGP043338.MP4	26163	rGP043694.MP4	27027	42.77690	Time seabed	36.78981	95.89153	4.59895	3.32251	2210.27794	8.55694	44.94398	1.52836	200.02825	-261.04713	-2185.67419	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz260422F	3	lGP043338.MP4	27227	rGP043694.MP4	28091	43.07275	Time seabed	37.08566	85.24487	3.36075	1.17577	2052.76926	18.52135	36.48375	2.40114	-546.39847	-355.88641	-1946.44682	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz260422F	4	lGP043338.MP4	27323	rGP043694.MP4	28187	43.09945	Time seabed	37.11235	119.94720	1.48227	2.25147	1708.18265	27.39963	1.40542	3.08731	-666.56950	-416.69078	-1516.55592	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz260422F	5	lGP043338.MP4	27350	rGP043694.MP4	28214	43.10695	Time seabed	37.11986	105.88267	4.78800	0.63724	2191.17627	19.07842	51.68081	2.57233	-621.80444	-355.41406	-2070.81953	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz260422F	6	lGP043338.MP4	27469	rGP043694.MP4	28333	43.14004	Time seabed	37.15295	103.14483	0.91020	1.45283	1644.99234	18.79632	1.01127	0.08551	-299.33993	-437.40325	-1557.26484	Sparidae	Pagellus	erythrinus	893	1	AD	Passing			
israchz260422F	7	lGP083338.MP4	29105	rGP083694.MP4	29969	79.09707	Time extra	12.72771	372.36480	5.16848	3.46750	2555.58698	23.78718	34.08176	1.50412	-1023.35445	123.43481	-2338.48976	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz260422G	0	lGOPR4950.MP4	25202	rGOPR8451.MP4	26060	7.00756	Time seabed	0.36425	260.99976	1.74691	6.63114	1804.77306	28.08410	8.78484	0.17511	744.56855	-409.24935	-1592.27462	Synodontidae	Saurida	undosquamis	1055	1	AD	Passing	1		
israchz260422G	1	lGP014950.MP4	7343	rGP018451.MP4	8201	10.91730	Time seabed	4.27399	155.91813	0.87924	0.67996	1468.62554	21.37892	6.04061	6.47860	328.30191	-422.88612	-1367.56944	Mullidae	Upeneus	moluccensis	4444	1	AD	Passing			
israchz260422G	2	lGP064950.MP4	24981	rGP068451.MP4	25839	60.19931	Time seabed	53.55600	151.97196	2.12821	2.57346	2007.98242	12.15571	21.69480	10.47057	-202.96807	-370.91782	-1962.96136	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
israchz260422G	3	lGP064950.MP4	25091	rGP068451.MP4	25949	60.22989	Time seabed	53.58659	158.55893	9.47983	3.35157	3423.32158	6.93401	37.50451	2.60493	-355.24492	-211.19899	-3398.28290	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
israchz260422G	4	lGP064950.MP4	25107	rGP068451.MP4	25965	60.23434	Time seabed	53.59104	157.33523	2.68127	2.51158	3307.52146	9.37046	3.95831	2.49391	-488.28700	-227.11567	-3263.38666	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
israchz260422G	5	lGP064950.MP4	25353	rGP068451.MP4	26211	60.30274	Time seabed	53.65944	143.86754	2.20972	0.90302	1891.49210	22.81032	22.54365	2.86182	-616.30854	-397.35129	-1743.56477	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
israchz260422G	6	lGP064950.MP4	25452	rGP068451.MP4	26310	60.33027	Time seabed	53.68697	145.05909	2.41014	1.28084	1890.62228	20.61458	27.18467	4.96246	-561.14059	-358.06587	-1769.56567	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
israchz260422H	0	lGP023339.MP4	23201	rGP023695.MP4	24025	24.20223	Time seabed	13.25908	96.29349	1.91579	3.64538	1926.40640	22.39681	18.70145	9.13847	493.53057	-543.30429	-1781.09226	Synodontidae	Saurida	undosquamis	1055	1	AD	Passing	2		
israchz260422H	1	lGP083339.MP4	18923	rGP083695.MP4	19747	76.26591	Time extra	4.72694	151.35566	3.85102	3.20977	2330.59038	7.33377	31.39881	0.22511	171.07226	-243.39120	-2311.52472	Mullidae	Upeneus	moluccensis	4444	1	AD	Passing			
israchz260422I	0	lGP034951.MP4	25791	rGP038452.MP4	26933	33.79793	Time seabed	14.41051	110.28671	5.77312	1.23085	2712.04448	21.04453	34.87360	1.16842	-919.20603	-321.71016	-2531.15549	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
israchz260422I	1	lGP074951.MP4	14765	rGP078452.MP4	15907	66.23422	Time seabed	46.84680	137.08794	7.25846	1.89711	2713.48177	28.60245	64.37468	7.54475	1251.19352	-349.25125	-2382.33534	Mullidae	Mullus	barbatus barbatus	790	1	AD	Passing	2		
israchz260422I	2	lGP074951.MP4	14783	rGP078452.MP4	15925	66.23923	Time seabed	46.85180	121.34859	4.24251	0.59061	2734.81821	27.18413	14.50378	8.05820	1183.64397	-400.00247	-2432.73829	Mullidae	Mullus	barbatus barbatus	790	1	AD	Passing	2		
israchz260422I	3	lGP074951.MP4	14788	rGP078452.MP4	15930	66.24062	Time seabed	46.85320	157.88744	4.35323	1.56755	2518.70870	21.04495	28.40019	1.96043	844.26553	-324.46876	-2350.70824	Mullidae	Mullus	barbatus barbatus	790	1	AD	Passing	2		
israchz260422I	4	lGP074951.MP4	14788	rGP078452.MP4	15930	66.24062	Time seabed	46.85320	123.64237	3.43448	1.24170	2631.05291	24.71190	4.84995	11.34459	1058.99089	-297.28378	-2390.10461	Mullidae	Mullus	barbatus barbatus	790	1	AD	Passing	2		
israchz260422J	0	lGP033340.MP4	5283	rGP033696.MP4	6274	28.09557	Time seabed	15.18767	153.86126	0.61143	5.39048	965.90169	22.51067	20.84051	32.14177	301.69830	-213.84752	-892.30794	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
israchz260422J	1	lGP033340.MP4	7882	rGP033696.MP4	8873	28.81823	Time seabed	15.91034	137.92491	0.56072	3.33308	1034.84952	18.83207	11.82350	4.60696	143.56535	-301.62049	-979.45270	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
israchz260422J	2	lGP043340.MP4	11730	rGP043696.MP4	12721	38.76373	Time seabed	25.85583	146.89104	1.37736	0.72102	1137.40983	14.53846	50.45010	10.22961	232.73447	-165.40400	-1100.98924	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
israchz260521A	0	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	126.32918	1.86986	3.13572	1663.05090	17.28671	28.02525	20.73507	-494.14397	-6.07695	-1587.93044	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	1	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	95.58176	1.32460	2.66033	1714.37073	11.12538	13.26290	7.17875	-328.27940	-40.75309	-1682.15303	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	2	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	135.23593	1.91884	3.29070	1880.48969	4.09161	21.36534	3.91981	-132.48607	21.22506	-1875.69679	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	3	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	118.60689	1.30665	3.95932	1712.57573	6.47376	14.76988	3.08612	-191.49336	-24.77795	-1701.65566	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	4	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	112.40769	0.85721	3.63960	1734.30138	6.87818	0.51938	20.27912	-184.00241	-96.34037	-1721.81966	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	5	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	120.40749	1.04786	3.50964	1872.34718	2.23959	7.63939	0.06321	-43.36876	-58.92984	-1870.91699	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	6	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	99.97615	2.93946	2.90391	1808.34365	3.49872	40.76497	1.22260	-47.89882	-99.41966	-1804.97318	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	7	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	118.68729	3.57890	4.20458	2088.68349	5.80514	39.05068	18.16345	198.74988	71.62211	-2077.97197	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	8	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	126.80446	5.52500	4.74573	2514.72891	12.39837	40.41953	2.98334	536.93461	56.80837	-2456.08134	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	9	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	97.50510	1.13767	4.80394	1792.66757	6.65940	10.21136	14.81264	175.09163	-112.07690	-1780.57258	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	10	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	109.18074	2.29540	2.92209	1931.88559	9.45333	25.62672	15.71563	317.29772	-1.41467	-1905.65004	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	11	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	98.02595	4.15334	6.97542	1864.04848	1.64769	64.50879	12.08828	49.10620	-21.47865	-1863.27776	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	12	lGOPR3274.MP4	14413	rGOPR3631.MP4	13494	4.00761	Time seabed	0.07508	121.20832	2.37857	4.52891	1948.73802	9.35782	25.79992	10.94273	308.12867	-73.88868	-1922.80448	Siganidae	Siganus	luridus	4613	1	AD	Passing			
israchz260521A	13	lGOPR3274.MP4	22131	rGOPR3631.MP4	21212	6.15365	Time seabed	2.22111	62.93324	2.63566	3.08237	1815.33029	6.40385	35.46884	2.80484	57.26579	-194.20705	-1804.00342	Labridae	Thalassoma	pavo	2500	1	F	Passing			
israchz260521A	14	lGP013274.MP4	6329	rGP013631.MP4	5410	10.63535	Time seabed	6.70281	117.02434	1.73451	1.48993	1423.21037	25.56741	43.66642	20.11500	-574.23324	-217.99272	-1283.84700	Labridae	Coris	julis	58	1	M	Passing			
israchz260521A	15	lGP013274.MP4	7508	rGP013631.MP4	6589	10.96317	Time seabed	7.03063	98.76614	6.26029	2.89439	2302.86493	17.76738	68.88096	2.56745	-684.09283	-160.75281	-2193.02586	Labridae	Thalassoma	pavo	2500	1	M	Passing			
israchz260521A	17	lGP023274.MP4	17078	rGP023631.MP4	16159	22.49970	Time seabed	18.56716	339.08475	5.34967	8.61981	4592.44787	1.47192	10.28729	10.44867	113.52097	32.07733	-4590.93253	Serranidae	Epinephelus	marginatus	6470	1	AD	Passing			
israchz260521A	18	lGP023274.MP4	31501	rGP023631.MP4	30582	26.51009	Time seabed	22.57756	143.68781	3.07694	3.17630	1828.80531	26.92348	45.88657	5.47546	826.84215	-45.32328	-1630.58478	Holocentridae	Sargocentron	rubrum	6625	1	AD	Passing			
israchz260521A	19	lGP033274.MP4	1000	rGP033631.MP4	81	26.90466	Time seabed	22.97212	138.71750	4.53560	4.24095	2554.08437	28.52065	26.70033	7.87352	-1198.82718	-223.66176	-2244.13364	Holocentridae	Sargocentron	rubrum	6625	1	AD	Passing			
israchz260521A	20	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	80.80275	12.24893	9.49363	3723.15156	18.50611	46.07386	14.98598	967.02694	679.25758	-3530.62680	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	21	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	77.34160	11.87339	9.27207	3786.76618	22.52566	43.82413	17.68283	1204.89325	807.93666	-3497.86631	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	22	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	30.76737	5.34510	6.48642	3536.14920	20.68278	17.63353	41.74914	1148.57352	490.55396	-3308.24528	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	23	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	72.82094	16.20900	11.17151	3887.52852	20.61042	75.16078	23.73675	1203.75990	650.87228	-3638.70930	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	24	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	141.69187	11.85577	7.29880	3367.57304	25.48883	63.18761	1.15211	1328.84868	578.18510	-3039.80450	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	25	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	147.66643	16.67454	11.66798	3966.85153	23.31679	71.46133	19.40250	1461.27451	574.46557	-3642.88034	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	26	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	99.73487	11.20342	8.81847	3475.80261	24.89062	51.23106	8.82641	1254.41290	752.71907	-3152.94561	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	27	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	51.41341	9.98051	11.81021	3777.66710	29.43892	46.14266	36.99734	1629.43881	890.10456	-3289.89540	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	28	lGP053274.MP4	3850	rGP053631.MP4	2931	45.44818	Time seabed	41.51564	68.70393	13.67095	10.78586	3688.09479	28.07525	80.61830	22.83171	1612.76130	641.68740	-3254.11762	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	30	lGP053274.MP4	4641	rGP053631.MP4	3722	45.66812	Time seabed	41.73558	102.26946	35.29012	10.95523	5743.76357	23.95062	68.04737	9.18028	2204.12701	760.61613	-5249.20063	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
israchz260521A	32	lGP053274.MP4	29768	rGP053631.MP4	28849	52.65482	Time seabed	48.72228	216.36259	9.41122	5.80854	3784.47811	17.91633	27.40161	1.72111	-1095.48540	394.07884	-3600.95657	Serranidae	Epinephelus	costae	9224	1	AD	Passing			
israchz260521A	33	lGP063274.MP4	2072	rGP063631.MP4	1153	53.82933	Time seabed	49.89679	998.17739	3.89553	3.23486	2186.50109	14.42075	34.56382	1.26311	-432.31533	331.07954	-2117.61111	Carangidae	Seriola	dumerili	1005	1	AD	Passing			
israchz260521A	34	lGP063274.MP4	4486	rGP063631.MP4	3567	54.50056	Time seabed	50.56802	164.53256	4.45532	4.00413	2870.49862	10.03977	21.99497	0.14538	-468.44502	176.00650	-2826.54264	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
israchz260521A	35	lGP063274.MP4	16271	rGP063631.MP4	15352	57.77744	Time seabed	53.84490	177.01424	12.41049	7.51662	3370.99538	25.44290	73.82329	9.51810	-1443.08522	121.82246	-3044.05555	Labridae	Symphodus	tinca	1708	1	AD	Passing			
israchz260521A	36	lGP063274.MP4	16271	rGP063631.MP4	15352	57.77744	Time seabed	53.84490	160.87308	11.90415	7.98129	3294.59456	26.57586	87.29994	12.53468	-1469.88126	109.35419	-2946.49691	Labridae	Symphodus	tinca	1708	1	AD	Passing			
israchz260521A	37	lGP063274.MP4	16271	rGP063631.MP4	15352	57.77744	Time seabed	53.84490	151.13830	12.74603	6.21593	3382.30343	26.77013	88.15986	5.27047	-1522.59974	50.30005	-3019.79080	Labridae	Symphodus	tinca	1708	1	AD	Passing			
israchz260521A	38	lGP063274.MP4	17009	rGP063631.MP4	16090	57.98265	Time seabed	54.05011	441.63946	2.25528	1.27267	1762.49166	18.20375	30.16678	2.84316	-454.69203	310.50355	-1674.28180	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
israchz260521A	39	lGP063274.MP4	17318	rGP063631.MP4	16399	58.06857	Time seabed	54.13603	500.40318	4.27848	4.18396	3057.97165	4.60201	18.51877	8.16206	243.44514	30.53663	-3048.11295	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
