OpCode	ImagePtPair	Lx	Ly	Rx	Ry	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Code	Number
israchz270521F	2	2064.43442	1382.20561	1786.43442	1459.62617	lGP084890	21560	rGP088392	22492	76.99914	893	1
israchz270521H	0	1159.68835	1443.6448599999999	418.23714499999994	1364.448595	lGP044891	14876	rGP048393	16024	39.63849	893.0	1
israchz270521H	1	1752.52466	757.3271	1249.3893	772.878505	lGP054891	20194	rGP058393	21342	49.99272	4761.0	1
israchz270521H	2	934.9087099999999	1386.46729	724.944385	1308.33645	lGP084891	11636	rGP088393	12784	74.23972	2059.0	1
isrnaha010322A	0	1844.7995799999999	1362.6729	1619.43442	1418.04673	lGP013325	8420	rGP013681	9334	11.21676	46334.0	1
isrnaha010322A	1	473.98636	1029.93458	509.69359999999995	989.429905	lGP023325	9692	rGP023681	10606	20.44598	1353.0	1
isrnaha010322A	2	811.329485	1376.168225	499.42078	1309.0	lGP043325	2250	rGP043681	3164	36.12776	10994.0	1
isrnaha010322A	3	1560.301155	863.476635	828.378805	871.33645	lGP043325	3760	rGP043681	4674	36.54762	26639.0	1
isrnaha010322A	4	1017.8079749999999	940.1962599999999	690.0451250000001	923.86916	lGP043325	4393	rGP043681	5307	36.72363	26639.0	1
isrnaha010322A	5	633.256035	1436.897195	32.629595	1331.06542	lGP043325	4410	rGP043681	5324	36.72836	26639.0	1
isrnaha010322A	6	859.71878	988.71028	604.35677	957.45794	lGP043325	4410	rGP043681	5324	36.72836	26639	2
isrnaha010322A	7	978.704095	1276.9719599999999	245.78593999999998	1212.841125	lGP043325	5118	rGP043681	6032	36.92522	26639.0	1
isrnaha010322A	8	1185.1038800000001	957.233645	1330.0849950000002	967.88785	lGP053325	3121	rGP053681	4035	45.24548	58.0	1
isrnaha010322A	9	655.02938	951.3177599999999	849.917105	932.233645	lGP053325	3132	rGP053681	4046	45.24854	58.0	1
isrnaha010322A	10	773.134315	917.57944	977.952785	909.859815	lGP053325	3132	rGP053681	4046	45.24854	58.0	1
isrnaha010322A	11	1372.8426	823.16822	1770.50997	840.97196	lGP053325	8492	rGP053681	9406	46.73891	10994	1
isrnaha010322A	12	1326.591815	952.02804	1034.633785	950.168225	lGP053325	27000	rGP053681	27914	51.88517	4761.0	1
isrnaha010322A	13	687.617	1063.691585	342.6107	1019.1401900000001	lGP053325	27000	rGP053681	27914	51.88517	4761.0	1
isrnaha010322A	14	1050.221405	745.429905	1076.844705	748.6261649999999	lGP053325	27393	rGP053681	28307	51.99444	4761.0	1
isrnaha010322A	15	871.581325	1424.11215	636.46695	1375.102805	lGP063325	27981	rGP063681	28895	61.03347	66979.0	1
isrnaha010322B	0	2080.773345	1135.2897200000002	1998.7198349999999	1216.196265	lGP014936	24454	rGP018438	25390	15.6751	58.0	1
isrnaha010322B	1	2288.21301	1238.75701	2071.6852	1349.17757	lGP014936	24599	rGP018438	25535	15.71542	58.0	1
isrnaha010322B	2	53.90976	809.71963	564.63379	741.53271	lGP044936	13931	rGP048438	14867	39.37573	8969	2
isrnaha010322B	3	2127.44491	1362.672895	1602.151105	1444.0	lGP064936	20829	rGP068438	21765	59.04482	26639.0	1
isrnaha010322B	4	1617.12592	1101.33645	1228.1091299999998	1113.9065449999998	lGP064936	20829	rGP068438	21765	59.04482	26639.0	1
isrnaha010322B	5	1672.9171	1091.35514	1033.72508	1099.14953	lGP064936	20829	rGP068438	21765	59.04482	26639	10
isrnaha010322B	6	1708.75656	1071.83178	1099.899265	1085.2523350000001	lGP064936	23616	rGP068438	24552	59.81976	26639.0	1
isrnaha010322B	7	1825.7198349999999	1052.52336	1242.3064	1081.654205	lGP064936	24514	rGP068438	25450	60.06945	26639.0	1
isrnaha010322B	8	1086.460125	1256.3037399999998	858.52571	1215.864485	lGP084936	14245	rGP088438	15181	74.96517	1729.0	1
isrnaha010322C	0	2109.2193049999996	1084.887855	2047.11752	1146.644855	lGP013326	20846	rGP013682	21707	14.67188	5852.0	1
isrnaha010322C	1	2415.299055	1056.02804	2428.4218250000004	1143.2990650000002	lGP013326	20846	rGP013682	21707	14.67188	5852.0	1
isrnaha010322C	2	2337.27177	1080.88785	2384.79748	1166.73832	lGP013326	20846	rGP013682	21707	14.67188	5852	1
isrnaha010322C	3	2447.92865	1045.5981299999999	2505.73977	1135.69159	lGP013326	21020	rGP013682	21881	14.72026	5852.0	1
isrnaha010322C	4	344.38405	1111.934575	176.625395	1046.785045	lGP033326	11613	rGP033682	12474	29.85566	4761.0	1
isrnaha010322C	5	1727.24764	1028.158875	1244.247635	1053.74766	lGP033326	11640	rGP033682	12501	29.86317	4761.0	1
isrnaha010322C	6	1641.7723	1071.1308399999998	1257.0157399999998	1091.7476649999999	lGP033326	11640	rGP033682	12501	29.86317	4761.0	1
isrnaha010322C	7	1131.95698	921.9813099999999	760.949635	908.6168250000001	lGP033326	11640	rGP033682	12501	29.86317	4761.0	1
isrnaha010322C	8	2565.32424	1333.90654	1933.484785	1446.48598	lGP033326	11640	rGP033682	12501	29.86317	4761.0	1
isrnaha010322C	9	1575.9968549999999	824.0280399999999	1535.570825	842.38318	lGP033326	11640	rGP033682	12501	29.86317	4761.0	1
isrnaha010322C	10	2508.222455	1085.588785	2032.6956950000001	1164.51402	lGP033326	11650	rGP033682	12511	29.86595	4761.0	1
isrnaha010322C	11	2224.0954899999997	1347.04673	1908.03148	1436.186915	lGP033326	12005	rGP033682	12866	29.96466	4761.0	1
isrnaha010322C	12	1194.4501599999999	870.38318	1067.821615	873.3644850000001	lGP033326	12165	rGP033682	13026	30.00915	4761.0	1
isrnaha010322C	13	224.50577	1035.2243	172.72403	975.570095	lGP033326	12324	rGP033682	13185	30.05336	4761.0	1
isrnaha010322C	14	1860.06191	960.280375	1110.010495	977.8224299999999	lGP033326	23138	rGP033682	23999	33.06025	55076.0	1
isrnaha010322C	15	2206.81847	1019.2149549999999	1246.60546	1051.46729	lGP033326	23649	rGP033682	24510	33.20234	55076.0	1
isrnaha010322C	16	1881.6715599999998	854.6355149999999	1739.75761	884.859815	lGP043326	12781	rGP043682	13642	39.05596	4761.0	1
isrnaha010322C	17	1667.39769	1142.6729	1739.7681	1177.5046750000001	lGP043326	16238	rGP043682	17099	40.0172	25629.0	1
isrnaha010322C	18	1448.820565	1077.588785	1569.485835	1098.635515	lGP043326	16713	rGP043682	17574	40.14928	25629.0	1
isrnaha010322D	0	1826.184155	1385.719625	1352.928645	1423.62243	lGP014937	17668	rGP018439	18900	13.78822	5852.0	10
isrnaha010322D	1	1637.25079	120.747665	2108.469045	128.56074999999998	lGP024937	794	rGP028439	2026	17.97184	147.0	1
isrnaha010322D	2	1587.2906600000001	585.9906550000001	1570.965375	601.85047	lGP054937	9200	rGP058439	10432	46.93578	4761.0	1
isrnaha010322D	3	939.9307450000001	877.401865	802.3620149999999	846.5700899999999	lGP054937	9200	rGP058439	10432	46.93578	4761.0	1
isrnaha010322D	4	975.325285	977.9532750000001	921.559285	946.28972	lGP054937	19937	rGP058439	21169	49.92126	4540.0	1
isrnaha010322D	5	1288.149005	1382.915885	1115.0241350000001	1360.186915	lGP064937	630	rGP068439	1862	53.42837	5016.0	1
isrnaha010322D	6	1068.392445	1480.2242999999999	807.8321100000001	1420.205605	lGP064937	678	rGP068439	1910	53.44172	5016.0	1
isrnaha010322E	0	1224.2528849999999	1148.79252	1170.247635	1145.792525	lGP013327	19165	rGP013683	20378	14.20447	5852.0	1
isrnaha010322E	1	751.420775	830.62617	944.884575	820.570095	lGP033327	20346	rGP033683	21559	32.28392	4761.0	1
isrnaha010322E	2	1490.918155	814.3084100000001	1742.3966449999998	834.3831749999999	lGP033327	20346	rGP033683	21559	32.28392	4761.0	1
isrnaha010322E	3	1796.3767050000001	728.3644850000001	2018.04407	750.42991	lGP033327	20346	rGP033683	21559	32.28392	4761.0	1
isrnaha010322E	4	2123.586565	816.7009350000001	1888.486885	849.5663549999999	lGP033327	21811	rGP033683	23024	32.69127	4761.0	1
isrnaha010322E	5	1054.62644	962.20561	820.03463	947.8224299999999	lGP073327	25919	rGP073683	27132	69.33566	1278.0	1
isrnaha010322F	0	1943.47114	1447.12336	1334.55404	1492.7009349999998	lGP024938	1124	rGP028440	2470	18.0636	5852.0	1
isrnaha010322F	1	2070.097585	957.091585	1457.901365	1004.142055	lGP024938	1638	rGP028440	2984	18.20652	5852.0	1
isrnaha010322F	2	1926.23715	967.213085	1258.484785	998.2392500000001	lGP024938	1693	rGP028440	3039	18.22181	5852.0	1
isrnaha010322F	3	1615.0849950000002	1453.295325	974.251835	1445.2242999999999	lGP024938	1711	rGP028440	3057	18.22682	5852.0	1
isrnaha010322F	4	1790.471145	1096.409345	1370.64113	1126.71402	lGP024938	1721	rGP028440	3067	18.2296	5852.0	1
isrnaha010322F	5	1659.23715	1437.390655	1289.1532000000002	1456.6186950000001	lGP024938	2080	rGP028440	3426	18.32942	5852.0	1
isrnaha010322F	6	1493.958025	1040.429905	1078.516265	1039.39439	lGP024938	2194	rGP028440	3540	18.36112	5852.0	1
isrnaha010322F	7	611.766	977.895325	508.37565500000005	916.06168	lGP054938	15060	rGP058440	16406	48.56518	1278.0	1
isrnaha010322F	8	1251.21091	906.652335	1123.165795	897.4	lGP054938	15060	rGP058440	16406	48.56518	1278.0	1
isrnaha010322F	9	930.640085	1039.75701	823.682055	1000.3439249999999	lGP054938	15060	rGP058440	16406	48.56518	1278.0	1
isrnaha010322F	10	2084.2938050000002	804.40935	2327.4512050000003	870.2130850000001	lGP054938	15060	rGP058440	16406	48.56518	1278.0	1
isrnaha010322F	11	1354.03987	949.607475	1372.46065	953.968225	lGP054938	16440	rGP058440	17786	48.9489	893.0	1
isrnaha010322F	12	1576.85939	1156.86355	1472.80588	1181.835515	lGP054938	16441	rGP058440	17787	48.94918	893.0	1
isrnaha010322F	13	2457.27912	1029.364485	2435.794335	1144.0	lGP054938	16641	rGP058440	17987	49.00479	893.0	1
isrnaha010322F	14	234.057715	1180.6560749999999	271.43232	1065.4747699999998	lGP054938	16641	rGP058440	17987	49.00479	893.0	1
isrnaha010322F	15	962.203565	1007.61682	988.181535	979.4654250000001	lGP054938	16641	rGP058440	17987	49.00479	893.0	1
isrnaha010322F	16	1467.142705	1126.218695	1193.5561400000001	1128.73271	lGP054938	16719	rGP058440	18065	49.02648	893.0	1
isrnaha010322F	17	1731.5330549999999	958.7383199999999	1680.73767	993.08411	lGP064938	475	rGP068440	1821	53.38528	4761.0	1
isrnaha010322F	18	434.11542	397.75701	845.532	383.5514	lGP074938	17765	rGP078440	19111	67.06839	1278	6
isrnaha010322G	0	2395.437565	1296.7336449999998	2346.493175	1413.45794	lGP013328	8566	rGP013684	9543	11.25736	1055.0	1
isrnaha010322G	1	1032.157395	1144.16822	407.16054499999996	1100.73832	lGP043328	9244	rGP043684	10221	38.07248	893.0	1
isrnaha010322G	2	2059.5362	963.24299	1813.479535	1003.3831749999999	lGP043328	9377	rGP043684	10354	38.10946	893.0	1
isrnaha010322G	3	1704.2717699999998	1046.69159	1185.41028	1064.607475	lGP043328	11625	rGP043684	12602	38.73453	5852.0	1
isrnaha010322G	4	1693.434415	1131.663555	1514.4291699999999	1161.5700900000002	lGP043328	11775	rGP043684	12752	38.77624	5852.0	1
isrnaha010322G	5	1383.4826899999998	1114.588785	1366.1710349999998	1124.214955	lGP063328	8150	rGP063684	9127	55.51935	4761.0	1
isrnaha010322H	0	728.78384	1333.457945	384.70619	1231.3551400000001	lGOPR4939	22913	rGOPR8441	23903	6.37109	5852.0	1
isrnaha010322H	1	717.851	1463.17757	388.71773	1343.85047	lGP074939	25532	rGP078441	26522	69.22805	4444	1
isrnaha010322I	0	1556.75446	1286.831775	1452.842605	1311.4486000000002	lGP013329	14402	rGP013685	13455	12.88009	5852.0	1
isrnaha010322I	1	1585.8961199999999	1315.04673	1476.7492149999998	1339.69159	lGP013329	15405	rGP013685	14458	13.15898	5852.0	1
isrnaha010322I	2	1621.484785	1356.037385	1379.40189	1377.943925	lGP013329	16016	rGP013685	15069	13.32887	5852.0	1
isrnaha010322J	0	1508.946485	1327.8691600000002	1397.2319	1343.21495	lGOPR4940	28246	rGOPR8442	29468	7.85396	5852.0	1
isrnaha010322J	1	966.97587	1156.476635	1156.68835	1126.056075	lGP054940	24133	rGP058442	25355	51.08798	4444.0	1
isrnaha121119A	0	1946.6358850000001	451.84112	2345.0745	454.71028	laisrnaha121119A	20078	raisrnaha121119A	19995	5.5828	1706.0	1
isrnaha121119A	1	2012.24974	365.186915	2417.78174	351.71962499999995	laisrnaha121119A	20078	raisrnaha121119A	19995	5.5828	1706.0	1
isrnaha121119A	2	1695.482685	1378.6542049999998	1339.7859349999999	1480.579435	laisrnaha121119A	23077	raisrnaha121119A	22994	6.41669	58.0	1
isrnaha121119A	3	516.3788	1168.31776	288.346275	1098.420565	laisrnaha121119A	23100	raisrnaha121119A	23017	6.42308	58.0	1
isrnaha121119A	4	2350.394545	1253.0747649999998	2325.92235	1463.88785	laisrnaha121119A	23100	raisrnaha121119A	23017	6.42308	58.0	1
isrnaha121119A	5	2338.173135	1250.981305	2300.3809	1454.29907	laisrnaha121119A	23106	raisrnaha121119A	23023	6.42475	58.0	1
isrnaha121119A	6	2052.91186	1277.4953249999999	1872.487935	1434.766355	laisrnaha121119A	23112	raisrnaha121119A	23029	6.42642	58.0	1
isrnaha121119A	7	1535.695695	488.6729	1885.832105	479.43925	laisrnaha121119A	23837	raisrnaha121119A	23754	6.62801	1708.0	1
isrnaha121119A	8	1575.06401	560.766355	1917.39769	564.317755	laisrnaha121119A	23837	raisrnaha121119A	23754	6.62801	1708.0	1
isrnaha121119A	9	570.3840499999999	1418.78505	186.55613499999998	1331.7757000000001	laisrnaha121119A	27608	raisrnaha121119A	27525	7.67656		1
isrnaha121119A	10	476.87513	1377.45981	178.75341	1295.5514	laisrnaha121119A	27798	raisrnaha121119A	27715	7.72939	46334	1
isrnaha121119A	11	602.826865	434.79439	805.3085	378.80374	laisrnaha121119A	31053	raisrnaha121119A	30970	8.63446	1706.0	1
isrnaha121119A	12	589.704095	415.97195999999997	817.36726	359.62617	laisrnaha121119A	31053	raisrnaha121119A	30970	8.63446	1706.0	1
isrnaha121119A	13	350.251835	553.697195	547.163695	491.71215	laisrnaha121119A	31053	raisrnaha121119A	30970	8.63446	1706.0	1
isrnaha121119A	14	408.09549	529.24673	631.92235	466.54953	laisrnaha121119A	31053	raisrnaha121119A	30970	8.63446	1706	3
isrnaha121119A	15	427.93389	798.0654199999999	442.30745	735.52336	lbisrnaha121119A	10838	rbisrnaha121119A	10755	11.8891	2500.0	1
isrnaha121119A	16	417.29381	781.37383	447.272825	716.7009350000001	lbisrnaha121119A	10838	rbisrnaha121119A	10755	11.8891	2500.0	1
isrnaha121119A	17	310.5383	874.7756999999999	327.749215	804.7757	lbisrnaha121119A	10838	rbisrnaha121119A	10755	11.8891	2500.0	1
isrnaha121119A	18	357.13851	797.59813	403.41868	730.5514000000001	lbisrnaha121119A	10869	rbisrnaha121119A	10786	11.89772	2500.0	1
isrnaha121119A	19	790.29066	1134.88785	632.39769	1099.24299	lbisrnaha121119A	12577	rbisrnaha121119A	12494	12.37264	9224.0	1
isrnaha121119A	20	2029.3399799999997	794.98131	2116.26548	863.560745	lbisrnaha121119A	13681	rbisrnaha121119A	13598	12.67961	4613.0	1
isrnaha121119A	21	2119.07135	763.728975	2208.4795400000003	834.79439	lbisrnaha121119A	13681	rbisrnaha121119A	13598	12.67961	4613.0	1
isrnaha121119A	22	1693.90136	1144.97196	995.91186	1193.27103	lbisrnaha121119A	13831	rbisrnaha121119A	13748	12.72132	4613	2
isrnaha121119A	23	2458.9233999999997	875.2056050000001	2585.5404	1008.9813099999999	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	24	2249.668415	803.8224299999999	2295.420775	893.91589	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	25	2282.652675	899.71028	2318.8289649999997	1018.570095	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	26	2334.4344199999996	907.168225	2440.48059	1027.80374	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	27	2303.9328450000003	832.5887849999999	2393.30955	934.75701	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	28	2083.207765	895.09346	2099.6128	988.70093	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	29	2146.33893	868.102805	2150.330535	956.38318	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	30	1989.9296949999998	816.607475	2048.18573	886.0654199999999	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	31	2103.0692550000003	787.13084	2121.956975	860.850465	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	32	1878.082895	796.953275	1851.0021	850.4018699999999	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	33	1780.5487899999998	755.40187	1788.93494	791.8037400000001	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	34	1739.407135	696.093455	1733.606505	719.71028	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	35	1835.87723	722.373835	1812.697795	757.0	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	36	1674.347325	745.04673	1616.12277	771.280375	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	37	1669.0272850000001	660.168225	1650.1710400000002	670.7757	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	38	1591.0	667.6261649999999	1564.3410250000002	681.429905	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	39	1487.08185	713.439255	1440.561385	719.4299100000001	lbisrnaha121119A	13920	rbisrnaha121119A	13837	12.74607	4613.0	1
isrnaha121119A	40	1642.03148	739.46729	1663.25603	761.514015	lbisrnaha121119A	14136	rbisrnaha121119A	14053	12.80613	4613.0	1
isrnaha121119A	41	1933.3462749999999	753.62617	1999.512065	805.8504700000001	lbisrnaha121119A	14136	rbisrnaha121119A	14053	12.80613	4613.0	1
isrnaha121119A	42	2186.64533	759.8598099999999	2286.4690499999997	833.663555	lbisrnaha121119A	14136	rbisrnaha121119A	14053	12.80613	4613.0	1
isrnaha121119A	43	2226.80168	924.514015	2411.75236	1049.57009	lbisrnaha121119A	20846	rbisrnaha121119A	20763	14.67188	1761.0	1
isrnaha121119A	44	1702.41343	1125.08411	1004.42392	1164.85981	lbisrnaha121119A	21393	rbisrnaha121119A	21310	14.82398	1761	1
isrnaha121119A	45	865.3231900000001	801.85047	749.9664250000001	766.62617	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	46	1037.33788	822.4485999999999	963.8321100000001	803.20561	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	47	1130.26128	781.252335	1069.16894	769.46729	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	48	1169.27492	840.91589	1085.838405	838.71963	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	49	1237.0167900000001	813.92523	1153.580275	811.72897	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	50	1263.757605	776.2355150000001	1218.347325	774.05047	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	51	1244.6337899999999	851.011215	1199.695695	851.91215	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	52	1354.1825800000001	790.95327	1337.33998	798.7383199999999	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	53	1456.95173	774.65047	1430.7796400000002	786.411215	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	54	1378.331585	859.871025	1336.81322	875.904675	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	55	1432.633785	874.3514	1411.18363	897.743925	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	56	1536.9884550000002	828.06168	1531.8289599999998	854.302805	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	57	2392.0671549999997	943.82991	2542.064005	1086.996265	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	58	2331.15425	964.71963	2460.1385099999998	1106.93645	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	59	2191.348375	943.43551	2264.750265	1061.35888	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	60	2031.7765	860.3084100000001	2090.73662	940.86355	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	61	2092.453305	889.5065400000001	2181.63379	984.304675	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	62	1923.88038	904.461685	1955.6894	981.6934550000001	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	63	1857.65582	932.57944	1861.3399749999999	1005.31215	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	64	1833.573975	832.1663550000001	1893.21301	889.231775	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	65	1715.053515	818.8729000000001	1715.90451	859.796265	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	66	1716.234	886.28972	1727.00105	938.607475	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	67	1669.2507850000002	865.1626200000001	1649.089195	909.17196	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	68	1209.1101800000001	933.256075	1143.5414500000002	948.13645	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545.0	1
isrnaha121119A	69	1691.06401	1136.4486	961.86359	1173.38318	lcisrnaha121119A	2295	rcisrnaha121119A	2212	18.3892	4545	1
isrnaha121119A	70	1435.517315	693.233645	1720.0104900000001	704.0	lcisrnaha121119A	18695	rcisrnaha121119A	18612	22.94932	6625.0	1
isrnaha121119A	71	867.428125	390.30841	1229.802725	343.04673	lcisrnaha121119A	18695	rcisrnaha121119A	18612	22.94932	6625.0	1
isrnaha121119A	72	654.43127	539.04486	906.18468	485.69159	lcisrnaha121119A	18695	rcisrnaha121119A	18612	22.94932	6625	7
isrnaha121119A	73	539.02938	395.78504499999997	880.6107	336.31775500000003	lcisrnaha121119A	18968	rcisrnaha121119A	18885	23.02522	6625.0	1
isrnaha121119A	74	756.441765	434.850465	1065.038825	387.457945	lcisrnaha121119A	18968	rcisrnaha121119A	18885	23.02522	6625.0	1
isrnaha121119A	75	649.686255	526.476635	909.634835	473.299065	lcisrnaha121119A	18968	rcisrnaha121119A	18885	23.02522	6625.0	1
isrnaha121119A	76	2152.73557	782.102805	2632.0021	875.2243000000001	lcisrnaha121119A	18968	rcisrnaha121119A	18885	23.02522	6625.0	1
isrnaha121119A	77	1518.712485	1391.0504649999998	1035.672615	1454.4822450000001	lcisrnaha121119A	27946	rcisrnaha121119A	27863	25.52161	1754.0	1
isrnaha121119A	78	1639.90346	1401.92523	1177.50262	1485.90654	lcisrnaha121119A	27946	rcisrnaha121119A	27863	25.52161	1754	1
isrnaha121119A	79	1912.380905	1315.388785	1680.253935	1452.345795	lcisrnaha121119A	28096	rcisrnaha121119A	28013	25.56332	1754.0	1
isrnaha121119A	80	1988.640085	1298.05981	1815.065055	1449.02243	lcisrnaha121119A	28096	rcisrnaha121119A	28013	25.56332	1754.0	1
isrnaha121119A	81	1723.11123	1365.788785	1401.0692549999999	1474.659815	lcisrnaha121119A	28341	rcisrnaha121119A	28258	25.63144	1754.0	1
isrnaha121119A	82	1893.1783850000002	1259.1214949999999	1653.9727149999999	1384.5813050000002	lcisrnaha121119A	28341	rcisrnaha121119A	28258	25.63144	1754.0	1
isrnaha121119A	83	1236.866735	910.66355	1334.60021	926.140185	leisrnaha121119A	20135	reisrnaha121119A	20052	41.10078	1708.0	1
isrnaha121119A	84	1203.173135	900.0093449999999	1301.97062	908.3831749999999	leisrnaha121119A	20135	reisrnaha121119A	20052	41.10078	1708.0	1
isrnaha121119A	85	1163.173135	870.0747650000001	1264.664215	876.140185	leisrnaha121119A	20160	reisrnaha121119A	20077	41.10773		1
isrnaha121119A	86	1154.0954900000002	869.409345	1259.5404	871.050465	leisrnaha121119A	20189	reisrnaha121119A	20106	41.1158	1708.0	1
isrnaha121119A	87	1107.010495	1011.3887850000001	1061.470095	1010.682245	leisrnaha121119A	24563	reisrnaha121119A	24480	42.33201	26639.0	1
isrnaha121119A	88	1931.4396649999999	924.71028	1977.39769	1001.2990649999999	leisrnaha121119A	30994	reisrnaha121119A	30911	44.12019	10994.0	1
isrnaha121119A	89	2074.6957	1034.30841	2067.23715	1152.5981299999999	leisrnaha121119A	30994	reisrnaha121119A	30911	44.12019	10994.0	1
isrnaha121119A	90	2265.94124	1270.06542	2211.226655	1467.43925	leisrnaha121119A	30994	reisrnaha121119A	30911	44.12019	10994.0	1
isrnaha121119A	91	2212.07345	1219.906545	2086.935995	1396.411215	leisrnaha121119A	31065	reisrnaha121119A	30982	44.13993	10994.0	1
isrnaha121119A	92	2272.650575	1056.4018700000001	2459.63274	1218.2710299999999	leisrnaha121119A	31315	reisrnaha121119A	31232	44.20944	10994.0	1
isrnaha141119A	0	1367.60546	1267.14019	675.29066	1275.66355	lbisrnaha141119A	7678	rbisrnaha141119A	13118	11.01044	46334	4
isrnaha141119A	1	994.9045100000001	812.392525	754.1678899999999	781.74766	lbisrnaha141119A	17089	rbisrnaha141119A	22528	13.62722	2500.0	1
isrnaha141119A	2	1442.98426	1421.9813100000001	603.33893	1446.841125	lbisrnaha141119A	31156	rcisrnaha141119A	4675	17.53863		1
isrnaha141119A	3	1445.960125	1421.96075	602.750265	1444.51215	lbisrnaha141119A	31156	rcisrnaha141119A	4676	17.53863	26272.0	1
isrnaha141119A	4	546.760755	562.30841	621.2402950000001	506.97195999999997	lcisrnaha141119A	8897	rcisrnaha141119A	14336	20.22493	4613.0	1
isrnaha141119A	5	379.42917	601.766355	459.44491	535.411215	lcisrnaha141119A	9079	rcisrnaha141119A	14518	20.27553	4613.0	1
isrnaha141119A	6	489.79643	548.233645	570.90661	488.36448499999995	lcisrnaha141119A	9186	rcisrnaha141119A	14625	20.30529	4613.0	1
isrnaha141119A	7	1103.9916050000002	454.66355	1471.1710400000002	421.121495	lcisrnaha141119A	24746	rcisrnaha141119A	30185	24.63183	2060.0	1
isrnaha141119A	8	775.889825	992.74206	237.22246	939.605605	lcisrnaha141119A	27281	rdisrnaha141119A	801	25.3367	10994.0	1
isrnaha141119A	9	750.627495	1020.9906550000001	221.640085	962.394395	lcisrnaha141119A	27281	rdisrnaha141119A	801	25.3367	10994.0	1
