OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
isrnaha280722I	3	lGP014975.MP4	13975	rGP018497.MP4	15407	12.76136	Time seabed	4.27594	1133.65199	-45.37612	-2034.35755	2.19328	0.63642	4.08461	8.96437	2329.34250	29.16675	Sparidae	Dentex	macrophthalmus	438	3	J	Passing			
isrnaha280722J	0	lGP013353.MP4	7158	rGP013709.MP4	8210	10.86586	Time seabed	2.28089	841.54467	-142.22710	-1439.14959	1.23178	0.50177	2.27239	0.73083	1673.19381	30.72435	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
isrnaha280722J	12	lGP073353.MP4	22053	rGP073709.MP4	23105	68.26069	Time seabed	59.67573	121.33332	-83.57605	-1181.49791	0.39956	0.38078	1.37854	1.03114	1190.64858	7.29352	Sparidae	Dentex	macrophthalmus	438	5	J	Passing			
isrnaha280722J	14	lGP073353.MP4	22102	rGP073709.MP4	23154	68.27432	Time seabed	59.68935	-1261.20558	67.55274	-2953.68522	3.64694	0.94790	8.66060	2.62336	3212.39152	23.13686	Sparidae	Dentex	macrophthalmus	438	1	J	Passing			
isrnaha280722J	15	lGP073353.MP4	22102	rGP073709.MP4	23154	68.27432	Time seabed	59.68935	-848.99551	123.71036	-2331.00220	1.95633	0.78609	5.33941	1.02235	2483.88182	20.16333	Sparidae	Dentex	macrophthalmus	438	1	J	Passing			
isrnaha280722J	16	lGP073353.MP4	22102	rGP073709.MP4	23154	68.27432	Time seabed	59.68935	-937.14357	96.73890	-2038.69567	1.90201	0.67319	4.19020	0.37473	2245.85763	24.77181	Sparidae	Dentex	macrophthalmus	438	1	J	Passing			
isrnahl250422A	10	lGP013330.MP4	11124	rGP013686.MP4	10068	11.96862	Time seabed	6.91663	786.73574	-362.07469	-1597.54889	1.26855	0.76437	2.68541	6.05889	1817.19940	28.59735	Sparidae	Pagellus	erythrinus	893	1	J	Passing			
isrnahl250422A	11	lGP013330.MP4	11124	rGP013686.MP4	10068	11.96862	Time seabed	6.91663	379.68835	-366.95900	-1159.43876	0.53286	0.55596	1.39643	5.00739	1274.01742	24.70811	Sparidae	Pagellus	erythrinus	893	1	J	Passing			
isrnahl250422B	14	lGP044941.MP4	13746	rGP048443.MP4	14719	39.32429	Time seabed	34.17859	447.41375	57.47866	-3138.93448	1.58091	0.99152	9.23817	0.90660	3171.18157	8.13671	Sparidae	Boops	boops	203	163	J	Passing			
isrnahl250422C	4	lGP023331.MP4	4328	rGP023687.MP4	5300	18.95449	Time seabed	12.82837	428.95598	42.70397	-1249.98763	0.61257	0.39978	1.60068	6.37596	1322.23143	18.99848	Tetraodontidae	Lagocephalus	sceleratus	4761	1	J	Passing			
isrnahl250422E	2	lGP023332.MP4	15603	rGP023688.MP4	16689	22.08957	Time seabed	15.59308	-764.16564	-394.21184	-1695.66671	1.31291	0.84234	2.91200	0.40444	1901.22006	27.03658	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
isrnahl250422I	1	lGP043334.MP4	28601	rGP043690.MP4	29554	43.45480	Time seabed	34.57927	1273.08471	-678.13998	-2360.89745	2.94368	1.74252	5.76742	1.38384	2766.66862	31.57457	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
isrrosh030221C	4	lGP013257.MP4	26473	rGP013615.MP4	27502	16.23650	Time seabed	9.18529	212.38623	-474.54719	-4293.48238	1.54713	2.23414	17.14172	5.27762	4324.84612	7.12556	Scaridae	Scarus	ghobban	5548	1	AD	Passing			
isrrosh030221C	8	lGP023257.MP4	3477	rGP023615.MP4	4506	18.71787	Time seabed	11.66666	-1753.35780	-229.08228	-4505.91047	7.49946	1.65838	19.65306	2.86967	4840.45157	21.45915	Sciaenidae	Sciaena	umbra	1707	19	AD	Passing			
isrrosh030221C	11	lGP023257.MP4	6235	rGP023615.MP4	7264	19.48474	Time seabed	12.43353	69.34751	-200.52386	-796.87924	0.27585	0.30014	0.66408	0.65407	824.64260	15.13806	Labridae	Coris	julis	58	1	F	Passing			
isrrosh030221C	13	lGP023257.MP4	7309	rGP023615.MP4	8338	19.78337	Time seabed	12.73216	99.39186	-283.57955	-848.50838	0.29509	0.35984	0.74870	0.20443	900.14586	19.72929	Tetraodontidae	Torquigener	flavimaculosus	26639	2	AD	Passing			
isrrosh030221C	27	lGP033257.MP4	22290	rGP033615.MP4	23319	32.82446	Time seabed	25.77325	-799.59367	-434.20494	-1875.10688	1.48706	0.97950	3.52580	1.67561	2084.20484	26.00068	Sparidae	Diplodus	vulgaris	1754	4	AD	Passing			
isrrosh030221C	30	lGP033257.MP4	22444	rGP033615.MP4	23473	32.86728	Time seabed	25.81607	-1815.98323	-636.93524	-3941.03183	6.78636	2.65123	15.18021	0.87455	4385.79679	26.10755	Sparidae	Diplodus	sargus sargus	1753	1	AD	Passing			
isrrosh030221C	33	lGP033257.MP4	28727	rGP033615.MP4	29756	34.61430	Time seabed	27.56309	-613.98753	-639.83713	-4592.72236	2.91348	2.99216	19.71045	0.72430	4677.54967	11.10385	Sparidae	Diplodus	cervinus	2497	1	AD	Passing			
isrrosh030221C	39	lGP073257.MP4	11255	rGP073615.MP4	12284	65.25825	Time seabed	58.20704	1054.07878	-196.96195	-4263.08108	4.32664	1.49604	17.28319	0.94023	4395.87720	14.16541	Pomacentridae	Chromis	chromis	1706	4	AD	Passing			
isrrosh030221D	4	lGP014870.MP4	24549	rGP018372.MP4	25633	15.70152	Time seabed	9.69691	-2849.35290	1226.83224	-6830.28357	17.90176	8.39059	43.95845	0.27311	7501.77998	24.27012	Scombridae	Euthynnus	alletteratus	97	1	AD	Passing			
isrrosh030221D	20	lGP064870.MP4	24337	rGP068372.MP4	25421	60.02024	Time seabed	54.01563	-111.52930	48.06625	-6347.52668	2.03794	2.02722	37.22315	2.00660	6348.68838	1.00704	Pomacentridae	Chromis	chromis	1706	5	AD	Passing			
isrrosh030221F	1	lGP024871.MP4	7433	rGP028373.MP4	8491	19.81785	Time seabed	11.68473	1394.31192	39.02237	-6176.57899	8.09750	1.96385	35.71047	1.53583	6332.12101	12.72065	Carangidae	Seriola	dumerili	1005	8	AD	Passing			
isrrosh030221G	0	lGP033259.MP4	9819	rGP033617.MP4	10827	29.35683	Time seabed	20.89504	-627.88841	269.86757	-1446.99992	0.93625	0.60653	2.12972	0.37425	1600.27533	25.18720	Carangidae	Seriola	dumerili	1005	1	AD	Passing			
isrrosh030221G	3	lGP053259.MP4	29843	rGP053617.MP4	30851	52.67568	Time seabed	44.21389	628.34870	-319.91918	-1233.54805	0.80106	0.55791	1.58453	8.71917	1420.84875	29.86281	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
isrrosh071020A	24	lGP013236.MP4	7849	rGP013596.MP4	8582	11.05799	Time seabed	7.73662	562.19328	-201.08039	-2365.55013	1.40194	0.84945	5.40455	0.28178	2439.73810	14.24886	Siganidae	Siganus	luridus	4613	24	AD	Passing			
isrrosh071020A	52	lGP013236.MP4	10840	rGP013596.MP4	11573	11.88966	Time seabed	8.56828	44.17584	-241.32188	-2544.09071	0.79413	0.95249	6.08906	0.43836	2555.89227	5.74583	Siganidae	Siganus	rivulatus	4545	9	AD	Passing			
isrrosh071020A	65	lGP013236.MP4	27937	rGOPR3596.MP4	25531	16.64357	Time seabed	13.32220	-868.39160	-1056.08254	-3997.15090	3.39920	4.09455	15.17720	0.45785	4224.52715	19.07089	Labridae	Thalassoma	pavo	2500	1	AD	Passing			
isrrosh071020A	86	lGP033236.MP4	7432	rGP033596.MP4	8165	28.69311	Time seabed	25.37174	53.50679	-236.91256	-2696.69269	0.84314	1.00142	6.82738	4.35188	2707.60817	5.38233	Siganidae	Siganus	luridus	4613	16	J	Passing			
isrrosh071020A	101	lGP073236.MP4	7810	rGP073596.MP4	8543	64.30035	Time seabed	60.97897	1113.69973	-138.06164	-1962.24471	2.13852	0.67038	3.95745	0.80467	2260.48499	29.79620	Scaridae	Scarus	ghobban	5548	1	AD	Passing			
isrrosh071020A	102	lGP073236.MP4	8011	rGP073596.MP4	8744	64.35624	Time extra	0.03921	1200.53935	-176.33057	-2130.09462	2.49287	0.76031	4.64289	0.14384	2451.46696	29.70420	Scaridae	Scarus	ghobban	5548	1	AD	Passing			
isrrosh071020A	121	lGP073236.MP4	17335	rGP073596.MP4	18068	66.94883	Time extra	2.63180	455.87613	-302.37954	-1544.33710	0.79041	0.65888	2.38330	1.71804	1638.36306	19.63992	Siganidae	Siganus	luridus	4613	20	J	Passing			
isrrosh071020B	1	lGOPR4852.MP4	25956	rGOPR8351.MP4	26819	7.21721	Time seabed	2.11239	-691.93048	-263.12991	-1767.57149	1.23866	0.70530	3.13456	1.69838	1916.32829	22.87075	Tetraodontidae	Lagocephalus	suezensis	55076	2	AD	Passing			
isrrosh071020B	20	lGP064852.MP4	124	rGP068351.MP4	987	53.28768	Time seabed	48.18286	-535.50797	452.72029	-3074.77430	1.76874	1.67301	8.98728	6.43320	3153.72184	12.59025	Labridae	Xyrichtys	novacula	4581	1	AD	Passing			
isrrosh071020C	0	lGOPR3237.MP4	21053	rGOPR3597.MP4	21256	5.85390	Time seabed	0.00000	137.05004	-74.47237	-1193.65809	0.40886	0.38363	1.41133	1.91610	1203.80583	7.56301	Sparidae	Boops	boops	203	0	AD	Passing			
isrrosh071020D	1	lGP044853.MP4	3447	rGP048352.MP4	2056	36.46059	Time seabed	27.70768	-247.54830	-269.07447	-1087.14807	0.42020	0.44417	1.19981	0.19518	1146.98394	18.88751	Tetraodontidae	Lagocephalus	guentheri	28209	4	AD	Passing			
isrrosh071020D	4	lGP054853.MP4	26957	rGP058352.MP4	25566	51.87321	Time seabed	43.12030	698.65026	22.68082	-1623.73778	1.13068	0.51037	2.56809	0.46587	1767.80966	23.28206	Carangidae	Trachurus	mediterraneus	1278	2	AD	Passing	1		
isrrosh071020D	5	lGP084853.MP4	2925	rGP088352.MP4	1534	71.81758	Time extra	2.53448	-362.24896	-185.45582	-928.68557	0.41629	0.34221	0.89072	1.21241	1013.94036	23.85013	Tetraodontidae	Lagocephalus	guentheri	28209	1	AD	Passing			
isrrosh071020F	6	lGP064854.MP4	8956	rGP068353.MP4	8315	55.74347	Time seabed	39.35070	-198.17272	-248.17662	-1394.57440	0.50467	0.54102	1.91383	0.25019	1430.28033	13.14712	Sparidae	Dentex	macrophthalmus	438	9	AD	Passing			
isrrosh071020F	9	lGP074854.MP4	7981	rGP078353.MP4	7340	64.34789	Time seabed	47.95513	-346.45982	-354.90032	-1554.47571	0.68317	0.71007	2.38941	0.08452	1631.68115	17.98679	Sparidae	Pagellus	acarne	889	1	J	Passing			
isrrosh071020G	9	lGP033239.MP4	25394	rGP033599.MP4	24284	33.68754	Time seabed	25.46572	-118.75088	116.99484	-1046.14501	0.35825	0.35350	1.09897	0.90236	1059.34364	8.88606	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh071020G	10	lGP033239.MP4	25394	rGP033599.MP4	24284	33.68754	Time seabed	25.46572	-96.30296	-124.09047	-940.38889	0.32132	0.31864	0.89944	2.39199	953.41700	9.67462	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh071020G	11	lGP033239.MP4	25394	rGP033599.MP4	24284	33.68754	Time seabed	25.46572	581.94692	-205.47390	-1241.06533	0.75869	0.46915	1.60348	0.46899	1386.04649	26.52152	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh071020G	12	lGP033239.MP4	25394	rGP033599.MP4	24284	33.68754	Time seabed	25.46572	142.64572	-206.57908	-888.13602	0.31378	0.33530	0.81510	0.88214	922.93462	15.98294	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh071020G	13	lGP033239.MP4	25394	rGP033599.MP4	24234	33.68754	Time seabed	25.46572	-78.73547	-88.83800	-1057.84553	0.35387	0.34497	1.11905	0.29052	1064.48515	6.58540	Sparidae	Pagellus	acarne	889	21	AD	Passing			
isrrosh071020H	4	lGP014855.MP4	25837	rGP018354.MP4	24866	16.05965	Time seabed	8.35446	-524.08453	-162.88198	-1943.10274	1.09835	0.66796	3.70787	1.02619	2019.11946	15.89621	Carangidae	Caranx	crysos	1933	3	AD	Passing	1		
isrrosh081020A	0	rGOPR3600.MP4	15762	lGOPR3241.MP4	14773	4.38271	Time seabed	0.29057	72.43447	-74.99741	-1135.94283	0.37642	0.36836	1.27924	1.19140	1140.71796	5.42066	Siganidae	Siganus	luridus	4613	1	AD	Passing			
isrrosh081020A	1	rGP013600.MP4	11472	lGP013241.MP4	10483	12.06539	Time seabed	7.97324	-198.82775	-37.95559	-1141.49895	0.41430	0.36349	1.30462	1.38156	1159.30710	10.10358	Holocentridae	Sargocentron	rubrum	6625	1	AD	Passing			
isrrosh081020A	2	rGP033600.MP4	5290	lGP033241.MP4	4301	28.09751	Time seabed	24.00537	509.15494	-393.11053	-1482.95993	0.81973	0.74760	2.20921	1.96719	1616.46058	23.59773	Sparidae	Boops	boops	203	13	AD	Passing			
isrrosh081020A	5	rGP033600.MP4	11144	lGP033241.MP4	10155	29.72525	Time seabed	25.63311	-377.03290	135.71708	-1044.71925	0.47552	0.36067	1.13323	1.04642	1118.93308	20.90435	Serranidae	Epinephelus	marginatus	6470	1	AD	Passing			
isrrosh081020A	6	rGP033600.MP4	13800	lGP033241.MP4	12811	30.46377	Time seabed	26.37162	-178.52419	6.20542	-1109.28236	0.39518	0.35043	1.23354	0.41787	1123.57321	9.14279	Dasyatidae	Himantura	uarnak	5507	1	AD	Passing			
isrrosh081020A	11	rGP033600.MP4	31296	lGP033241.MP4	30307	35.32863	Time seabed	31.23648	60.83660	-146.56368	-1302.49754	0.42483	0.44977	1.66009	0.04905	1312.12874	7.16998	Siganidae	Siganus	luridus	4613	16	J	Passing			
isrrosh081020A	14	rGP043600.MP4	5507	lGP043241.MP4	4518	37.03339	Time seabed	32.94124	-385.11097	140.20378	-1054.39952	0.48556	0.36581	1.15420	2.06993	1131.24971	21.15934	Mullidae	Parupeneus	forsskali	10994	1	AD	Passing			
isrrosh081020A	17	rGP043600.MP4	27487	lGP043241.MP4	26498	43.14505	Time seabed	39.05290	1398.28417	-1209.95686	-3933.79709	5.23233	4.77304	14.94196	0.98679	4346.71759	25.33481	Pomacentridae	Chromis	chromis	1706	5	AD	Passing			
isrrosh081020A	18	rGP053600.MP4	14084	lGP053241.MP4	13095	48.29380	Time seabed	44.20166	-387.99003	133.84085	-1063.25097	0.49161	0.36606	1.17286	0.95602	1139.71587	21.02955	Siganidae	Siganus	rivulatus	4545	12	AD	Passing			
isrrosh081020A	20	rGP053600.MP4	28533	lGP053241.MP4	27544	52.31143	Time seabed	48.21928	-495.14422	199.58338	-1081.78144	0.58505	0.40773	1.22522	2.10302	1206.33843	26.17677	Sparidae	Diplodus	sargus sargus	1753	2	AD	Passing			
isrrosh081020A	22	rGP063600.MP4	13257	lGP063241.MP4	12268	56.93938	Time seabed	52.84724	-305.53879	20.92004	-1314.24168	0.54094	0.41354	1.72232	1.05034	1349.45277	13.10307	Serranidae	Mycteroperca	rubra	1214	1	AD	Passing			
isrrosh081020A	26	rGP073600.MP4	13789	lGP073241.MP4	12800	65.96284	Time extra	1.56351	-313.83089	32.57721	-823.53554	0.34329	0.26665	0.71882	1.16176	881.90809	20.93948	Sparidae	Pagrus	caeruleostictus	4540	1	AD	Passing			
isrrosh081020A	27	rGP083600.MP4	18666	lGP083241.MP4	17677	76.19445	Time extra	11.79512	-190.90933	-37.41565	-1148.78687	0.41354	0.36555	1.31916	2.16570	1165.14273	9.66089	Siganidae	Siganus	rivulatus	4545	20	AD	Passing			
isrrosh081020B	18	lGP064856.MP4	23482	rGP068355.MP4	22524	59.78250	Time seabed	55.74680	1363.98415	-24.05902	-3431.72956	4.40820	1.06176	11.30258	1.85767	3692.93912	21.68972	Labridae	Xyrichtys	novacula	4581	4	AD	Passing			
isrrosh081020B	24	lGP074856.MP4	25389	rGP078355.MP4	24431	69.18829	Time extra	4.85513	-209.24757	-69.61061	-670.45272	0.25201	0.22285	0.47302	1.01247	705.78823	18.33812	Tetraodontidae	Lagocephalus	sceleratus	4761	14	AD	Passing			
isrrosh081020B	26	lGP094856.MP4	18130	rGP098355.MP4	17172	84.92095	Time extra	20.58779	873.22998	1200.02947	-3985.89219	3.39420	4.75401	14.99224	0.99031	4253.22676	20.09743	Carangidae	Caranx	crysos	1933	5	AD	Passing			
isrrosh081020C	1	lGP023242.MP4	2151	rGP023601.MP4	663	18.34916	Time seabed	9.52118	66.69197	-166.50411	-962.24267	0.32412	0.34144	0.93937	0.13863	978.81684	10.78342	Tetraodontidae	Lagocephalus	suezensis	55076	6	AD	Passing			
isrrosh081020D	0	lGP064857.MP4	6077	rGP068356.MP4	7058	54.94294	Time seabed	46.19003	-90.54819	-138.40188	-1397.94678	0.45980	0.46913	1.90422	1.00421	1407.69643	7.08845	Tetraodontidae	Lagocephalus	guentheri	28209	2	AD	Passing			
isrrosh081020D	4	lGP094857.MP4	12876	rGP098356.MP4	13857	83.46004	Time extra	14.38938	36.63155	-348.39252	-1087.05124	0.35916	0.49547	1.18190	0.72215	1142.10315	18.26349	Nemipteridae	Nemipterus	randalli	5852	2	AD	Passing			
isrrosh081020E	4	lGP013243.MP4	6197	rGP013602.MP4	6926	10.59864	Time seabed	1.72311	-287.86003	-225.48979	-835.98267	0.34022	0.32766	0.72839	0.40266	912.45606	23.77442	Nemipteridae	Nemipterus	randalli	5852	2	AD	Passing			
isrrosh081020G	2	lGP013245.MP4	27367	rGP013604.MP4	25032	16.48508	Time seabed	7.47052	218.40091	-401.33318	-1647.90675	0.60819	0.80353	2.64257	1.21602	1710.07717	15.70949	Sparidae	Dentex	maroccanus	4538	1	AD	Passing			
isrrosh081020G	16	lGP043245.MP4	28175	rGP043604.MP4	25840	43.33635	Time seabed	34.32179	-183.08725	235.99761	-1010.10212	0.36598	0.40032	1.03700	0.23686	1053.33855	16.28295	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh081020G	17	lGP043245.MP4	28175	rGP043604.MP4	25840	43.33635	Time seabed	34.32179	-290.53035	-73.07085	-1006.44926	0.40738	0.32683	1.03875	0.01085	1050.08921	16.63660	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh081020G	18	lGP043245.MP4	28175	rGP043604.MP4	25840	43.33635	Time seabed	34.32179	120.70057	-69.19908	-657.97665	0.23747	0.21982	0.46807	0.08627	672.52540	12.06130	Sparidae	Pagellus	acarne	889	3	AD	Passing			
isrrosh081020G	19	lGP043245.MP4	28175	rGP043604.MP4	25840	43.33635	Time seabed	34.32179	-127.63794	-232.38878	-827.52531	0.29236	0.32531	0.71238	0.21653	868.96152	17.97717	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh081020G	20	lGP043245.MP4	28175	rGP043604.MP4	25840	43.33635	Time seabed	34.32179	169.63240	-205.97364	-868.15442	0.31323	0.32863	0.78338	0.64108	908.23586	17.27229	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh081020G	21	lGP043245.MP4	28175	rGP043604.MP4	25840	43.33635	Time seabed	34.32179	54.50117	-207.80952	-839.48731	0.28735	0.31781	0.73043	1.17770	866.54147	14.58850	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh081020G	22	lGP043245.MP4	28175	rGP043604.MP4	25840	43.33635	Time seabed	34.32179	-102.63467	-5.60328	-1236.53006	0.41287	0.38780	1.50376	0.57500	1240.79485	4.77108	Sparidae	Pagellus	acarne	889	1	AD	Passing			
isrrosh081020G	23	lGP043245.MP4	28175	rGP043604.MP4	25840	43.33635	Time seabed	34.32179	-41.07530	-48.00083	-1100.22203	0.36182	0.34980	1.20284	2.37820	1102.03438	3.47344	Sparidae	Pagellus	acarne	889	59	AD	Passing			
isrrosh081020H	15	lGP094859.MP4	984	rGP098359.MP4	2007	80.15341	Time extra	13.13534	200.98394	-124.85531	-967.01642	0.35493	0.32632	0.93769	0.07707	995.54214	13.96602	Tetraodontidae	Lagocephalus	sceleratus	4761	1	AD	Passing			
isrrosh141119B	1	rbisrrosh141119B.MP4	13696	lbisrrosh141119B.MP4	17050	12.68378	Time seabed	9.00455	2000.97547	385.08838	-4036.48485	7.63572	1.84551	15.75177	2.93211	4521.65963	26.68045	Serranidae	Mycteroperca	rubra	1214	1	AD	Passing	1		
isrrosh270722A	1	lGOPR4966.MP4	19835	rGOPR8488.MP4	20930	5.51523	Time seabed	0.13013	-1959.06670	-44.34500	-4018.24975	7.57560	1.25802	16.00550	5.44650	4470.59726	26.00880	Pomacentridae	Chromis	chromis	1706	1	AD	Passing			
isrrosh270722A	2	lGP014966.MP4	22348	rGP018488.MP4	23443	15.08952	Time seabed	9.70442	-338.45857	-363.89860	-1194.37749	0.52003	0.56467	1.45391	0.64887	1293.64369	22.88441	Labridae	Coris	julis	58	1	F	Passing			
isrrosh270722A	4	lGP034966.MP4	28945	rGP038488.MP4	30040	34.67492	Time seabed	29.28982	295.45372	433.39180	-1541.02366	0.63045	0.81335	2.31408	1.23999	1627.84375	18.46977	Echeneidae	Echeneis	naucrates	2467	1	AD	Passing			
isrrosh270722C	1	lGP024967.MP4	24854	rGP028489.MP4	25560	24.66186	Time seabed	17.67627	1005.41002	-522.14637	-2917.71141	2.81995	1.65789	8.20692	3.14200	3129.94026	21.40665	Bothidae	Bothus	podas	207	1	AD	Passing			
isrrosh270722D	0	lGP043344.MP4	11855	rGP043701.MP4	11244	38.79848	Time seabed	31.65941	-1026.80667	-590.01818	-3194.26350	3.18706	2.01091	9.88221	5.94448	3406.72463	20.50248	Rhinobatidae	Rhinobatos	rhinobatos	5016	1	AD	Passing	1		
isrrosh270722F	1	lGP083346.MP4	6772	rGP083702.MP4	5984	72.88726	Time extra	5.54971	-632.82963	-386.96499	-1367.17597	0.90000	0.67829	1.90734	1.78665	1555.43736	28.64958	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
isrrosh270722G	13	lGP054969.MP4	29418	rGP058491.MP4	30141	52.55750	Time seabed	45.59194	-192.15299	280.80746	-1102.68734	0.40125	0.46845	1.22615	0.09455	1153.99089	16.82196	Sparidae	Dentex	macrophthalmus	438	1	J	Passing			
isrrosh270722G	14	lGP054969.MP4	29418	rGP058491.MP4	30141	52.55750	Time seabed	45.59194	-177.94246	-299.58004	-1139.87368	0.40784	0.48314	1.30541	0.28883	1191.94116	17.34070	Sparidae	Dentex	macrophthalmus	438	23	J	Passing			
isrrosh270722G	18	lGP064969.MP4	8307	rGP068491.MP4	9030	55.56301	Time seabed	48.59744	-41.25001	-105.24732	-1134.21773	0.37121	0.37208	1.27304	1.33957	1139.83702	6.06366	Sparidae	Pagellus	acarne	889	2	AD	Passing			
isrrosh270722H	6	lGP023347.MP4	23944	rGP023703.MP4	22828	24.40883	Time seabed	13.91807	972.48584	-127.68633	-1589.88508	1.56186	0.54358	2.76809	0.52479	1868.09183	31.71418	Sparidae	Dentex	macrophthalmus	438	1	J	Passing			
isrrosh270722H	7	lGP023347.MP4	23944	rGP023703.MP4	22828	24.40883	Time seabed	13.91807	960.55544	-54.81294	-1839.80665	1.76011	0.58640	3.54021	2.56605	2076.18875	27.62694	Sparidae	Dentex	macrophthalmus	438	1	J	Passing			
isrrosh280222A	1	lGP014930.MP4	4276	rGP018431.MP4	3162	10.06450	Time seabed	3.63252	335.44280	-332.01850	-1041.74186	0.44937	0.46757	1.09301	0.23128	1143.67139	24.65475	Labridae	Thalassoma	pavo	2500	1	AD	Passing			
isrrosh280222A	5	lGP044930.MP4	11807	rGP048431.MP4	10693	38.78514	Time seabed	32.35315	189.86602	-337.24540	-1021.91650	0.37235	0.46030	1.05163	0.17219	1092.74741	21.09006	Serranidae	Serranus	scriba	1761	1	J	Passing			
isrrosh280222A	6	lGP054930.MP4	21577	rGP058431.MP4	20463	50.37727	Time seabed	43.94529	1181.63507	-358.69333	-2298.64982	2.58117	1.04297	5.19247	1.35848	2609.35113	28.36339	Siganidae	Siganus	luridus	4613	2	AD	Passing			
isrrosh280222A	8	lGP054930.MP4	22000	rGP058431.MP4	20886	50.49489	Time seabed	44.06291	1709.21968	-231.38825	-5247.02113	8.40983	1.87885	26.09697	0.15123	5523.24209	18.25430	Siganidae	Siganus	luridus	4613	1	AD	Passing			
isrrosh280222A	9	lGP054930.MP4	22225	rGP058431.MP4	21111	50.55745	Time seabed	44.12547	221.29094	-471.59583	-5223.41693	1.90000	2.63074	25.24525	0.27811	5249.32917	6.05772	Siganidae	Siganus	luridus	4613	1	AD	Passing			
isrrosh280222B	5	lGP023320.MP4	12391	rGP023676.MP4	13422	21.19645	Time seabed	15.18573	1210.33701	-419.55155	-7552.83513	8.65065	3.50861	53.00719	0.75189	7660.69564	9.73498	Gymnuridae	Gymnura	altavela	2577	1	AD	Passing			
isrrosh280222B	11	lGP043320.MP4	3652	rGP043676.MP4	4683	36.51759	Time seabed	30.50687	-1724.31774	-191.60883	-4297.70714	7.17515	1.50047	18.11454	0.10053	4634.68147	22.02068	Labridae	Thalassoma	pavo	2500	1	AD	Passing			
isrrosh280222C	1	lGP024931.MP4	23978	rGP028433.MP4	24622	24.41828	Time seabed	18.34166	-1075.58731	-487.49545	-1872.61192	1.95672	1.06459	3.59743	3.28935	2213.86885	32.40235	Tetraodontidae	Lagocephalus	suezensis	55076	1	AD	Passing			
isrrosh280222D	1	lGP013321.MP4	6628	rGP013677.MP4	7917	10.71849	Time seabed	2.30925	-701.78822	-510.29225	-2008.11788	1.43067	1.15960	3.98680	0.39309	2187.56539	23.55774	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
isrrosh280222E	5	lGP074932.MP4	2329	rGP078434.MP4	3198	62.77632	Time seabed	53.90079	-626.67571	-448.04184	-3441.70197	2.22686	1.73207	11.23595	1.07528	3526.86495	12.85205	Tetraodontidae	Lagocephalus	suezensis	55076	1	AD	Passing			
isrrosh280222E	6	lGP074932.MP4	2329	rGP078434.MP4	3198	62.77632	Time seabed	53.90079	-172.34794	-424.37862	-2990.57228	1.03215	1.44878	8.40270	0.09091	3025.44601	9.07757	Tetraodontidae	Lagocephalus	suezensis	55076	1	AD	Passing			
isrrosh280222F	8	lGP043322.MP4	10384	rGP043678.MP4	11260	38.38946	Time seabed	32.28308	-318.72413	-198.02815	-2237.85594	0.93483	0.78990	4.75722	0.03233	2269.09661	9.69047	Tetraodontidae	Lagocephalus	suezensis	55076	4	AD	Passing			
isrrosh280222H	0	lGP043323.MP4	23095	rGP043679.MP4	24098	41.92383	Time seabed	28.45343	-742.15729	-285.89084	-1371.76598	1.04252	0.58403	1.93879	2.11478	1585.64590	30.22004	Sphyraenidae	Sphyraena	sphyraena	1765	1	AD	Passing			
isrrosh280222H	3	lGP073323.MP4	13021	rGP073679.MP4	14024	65.74929	Time seabed	52.27889	305.07276	-312.60137	-928.18708	0.38591	0.41558	0.92374	17.10335	1025.82662	25.43010	Triglidae	Chelidonichthys	lucerna	1366	1	AD	Passing	2		
isrrosh280222H	9	lGP073323.MP4	23811	rGP073679.MP4	24814	68.74951	Time seabed	55.27911	15.50156	-333.01706	-1275.77750	0.41207	0.56190	1.59934	1.34963	1318.61627	14.96300	Sparidae	Pagellus	acarne	889	24	AD	Passing			
isrrosh280222I	0	lGP024934.MP4	14059	rGP028436.MP4	15317	21.66025	Time seabed	12.78472	173.39323	-241.30464	-704.81877	0.25901	0.28186	0.51541	7.27387	764.89388	23.18370	Nemipteridae	Nemipterus	randalli	5852	1	AD	Passing			
